Date,Close,High,Low,Open,Volume,Ticker
8/19/24,225.0987549,225.1984107,222.2587317,224.9293522,40687800,AAPL
8/20/24,225.716568,226.3742598,224.6602834,224.9791698,30299000,AAPL
8/21/24,225.6069641,227.1814315,224.261702,225.7265541,34765500,AAPL
8/22/24,223.7434998,227.5401514,223.1157017,226.9920749,43695300,AAPL
8/23/24,226.0454254,227.4205964,223.5442229,224.869566,38677300,AAPL
8/26/24,226.3842163,226.4838721,223.1057474,225.9656893,30602200,AAPL
8/27/24,227.2312469,228.0483819,224.1022465,225.2083589,35934600,AAPL
8/28/24,225.6966553,229.054846,224.8894798,227.121639,38052200,AAPL
8/29/24,228.9850922,232.1041334,228.0782912,229.2940191,51906300,AAPL
8/30/24,228.1978455,229.5929354,226.6831655,229.3836795,52990800,AAPL
9/3/24,221.9896851,228.1978583,220.3952835,227.7494376,50190600,AAPL
9/4/24,220.076416,221.0031511,216.7182101,220.8835763,43840200,AAPL
9/5/24,221.601059,224.6901913,220.7440707,220.853686,36615400,AAPL
9/6/24,220.0465088,224.4510244,219.0001837,223.1655345,48423000,AAPL
9/9/24,220.1362152,220.4949548,215.95093,220.0465341,67180000,AAPL
9/10/24,219.3389893,220.7041855,215.970824,218.1531552,51591000,AAPL
9/11/24,221.8800659,222.3085524,217.12677,220.6842723,44587100,AAPL
9/12/24,221.9896851,222.7669517,219.0500214,221.7206266,37498200,AAPL
9/13/24,221.7206116,223.2552105,221.1326819,222.7968303,36766600,AAPL
9/16/24,215.5622711,216.4591125,213.1706688,215.7814865,59357400,AAPL
9/17/24,216.0306244,216.1402397,213.7486525,214.994274,45519300,AAPL
9/18/24,219.9169464,221.9298748,216.7779714,216.7879461,59894900,AAPL
9/19/24,228.0683136,229.0149981,223.8431751,224.2019147,66781300,AAPL
9/20/24,227.4006653,232.2735361,226.8226951,229.1644696,318679900,AAPL
9/23/24,225.676712,228.6462693,225.0190203,226.5436597,54146000,AAPL
9/24/24,226.5735626,228.546638,224.9393078,227.8490778,43556100,AAPL
9/25/24,225.5770569,226.4938324,223.2352977,224.1420985,42308700,AAPL
9/26/24,226.723053,227.699616,224.6204432,226.5038224,36636700,AAPL
9/27/24,226.9920807,228.7160317,226.5038068,227.6597472,34026000,AAPL
9/30/24,232.183838,232.183838,228.8455663,229.2342,54541900,AAPL
10/1/24,225.4176331,228.8455706,222.9562838,228.7160363,63285000,AAPL
10/2/24,225.9856262,226.5735559,222.2388023,225.0987444,32880600,AAPL
10/3/24,224.8795166,226.0155228,222.5377574,224.3513743,34044200,AAPL
10/4/24,226.0055695,227.2013631,223.3449237,227.1017073,37245100,AAPL
10/7/24,220.9134827,224.8994718,220.554743,223.7136376,39505400,AAPL
10/8/24,224.9791718,225.1884276,222.4679946,223.5143197,31855700,AAPL
10/9/24,228.7359772,228.9452483,224.0424835,224.4410764,33591100,AAPL
10/10/24,228.2377014,228.6960968,226.3742566,226.9821205,28183500,AAPL
10/11/24,226.7529449,228.6064304,226.5436738,228.4968151,31759200,AAPL
10/14/24,230.4898071,230.9182936,227.7992677,227.8989083,39882100,AAPL
10/15/24,233.0308685,236.6581176,231.5560418,232.7917037,64751400,AAPL
10/16/24,230.9681244,231.3069298,229.0349174,230.7887622,34082200,AAPL
10/17/24,231.3368225,233.0308799,229.7125424,232.6123377,32993800,AAPL
10/18/24,234.1768494,235.3527088,233.1903116,235.3527088,46431500,AAPL
10/21/24,235.6516571,236.0203714,233.628769,233.628769,36254500,AAPL
10/22/24,235.0338287,235.3925683,231.7852534,233.070728,38846600,AAPL
10/23/24,229.9516907,234.3163533,226.962199,233.2600687,52287000,AAPL
10/24/24,229.7623596,230.0114839,227.6099221,229.1744147,31109500,AAPL
10/25/24,230.599411,232.4030684,228.7658599,228.935263,38802300,AAPL
10/28/24,232.5824432,233.9077864,231.7354297,232.5027368,36087100,AAPL
10/29/24,232.8515015,233.5091933,231.5062394,232.283506,35417200,AAPL
10/30/24,229.2940063,232.652197,228.7459299,231.7952088,47070900,AAPL
10/31/24,225.1186829,229.02495,224.5805659,228.5366609,64370100,AAPL
11/1/24,222.1291962,224.5606518,219.4984441,220.1959892,65276700,AAPL
11/4/24,221.2323303,222.0095969,218.940399,220.2159142,44944500,AAPL
11/5/24,222.6672974,223.165546,220.3653913,221.0230831,28111300,AAPL
11/6/24,221.9398499,225.2781214,220.4152104,221.8302346,54561100,AAPL
11/7/24,226.6831818,227.08179,223.7833864,223.8431738,42137700,AAPL
11/8/24,226.4138336,228.1097396,225.8651541,226.6233197,38328800,AAPL
11/11/24,223.6903992,225.1568629,220.966973,224.4585505,42005600,AAPL
11/12/24,223.6903992,225.047127,222.8224976,224.0096364,40398300,AAPL
11/13/24,224.5782623,226.1045793,222.2239409,223.4709328,48566200,AAPL
11/14/24,227.6708069,228.3192366,224.4585544,224.4785105,44923900,AAPL
11/15/24,224.4585419,226.3739196,223.7303029,225.8551667,47923700,AAPL
11/18/24,227.471283,229.1871451,224.6281353,224.7079446,44686000,AAPL
11/19/24,227.7306519,229.6061326,226.1145552,226.4337772,36211800,AAPL
11/20/24,228.4489136,229.3766682,225.3463972,227.5111732,35169600,AAPL
11/21/24,227.9700775,229.6061303,225.1668421,228.3292118,42108300,AAPL
11/22/24,229.3168182,230.1647788,227.5111764,227.5111764,38168300,AAPL
11/25/24,232.3096008,232.6886912,229.1871434,230.9030055,90152800,AAPL
11/26/24,234.4943237,235.0031062,232.7684913,232.7684913,45986200,AAPL
11/27/24,234.3646545,235.1228354,233.2473546,233.90577,33498400,AAPL
11/29/24,236.7588806,237.2377213,233.4069657,234.2449406,28481400,AAPL
12/2/24,239.013428,240.2105369,236.5892828,236.6990187,48137100,AAPL
12/3/24,242.0660706,242.1758065,238.3250947,239.232909,38861000,AAPL
12/4/24,242.4252014,243.5225604,240.6694423,242.2855389,44383900,AAPL
12/5/24,242.4551239,243.9515142,241.5473254,243.4028499,40033900,AAPL
12/6/24,242.2556,244.0413009,241.4974344,242.3254388,36870600,AAPL
12/9/24,246.1562042,246.6450305,241.1682366,241.2480459,44649200,AAPL
12/10/24,247.1737518,247.612695,244.7495917,246.2958647,36914800,AAPL
12/11/24,245.8968201,250.196445,245.6673626,247.3632837,45205800,AAPL
12/12/24,247.3632965,248.1414182,245.0887693,246.2958641,32777500,AAPL
12/13/24,247.5328827,248.6900796,245.647432,247.223631,33155300,AAPL
12/16/24,250.4358673,250.7750607,247.0540259,247.3932193,51694800,AAPL
12/17/24,252.8699951,253.2191589,249.1789022,249.4781833,51356400,AAPL
12/18/24,247.4530792,253.6680827,247.1438277,251.5531893,56774100,AAPL
12/19/24,249.1888885,251.393577,246.495389,246.904406,60882300,AAPL
12/20/24,253.877594,254.3863612,245.0987675,247.4431033,147495300,AAPL
12/23/24,254.6557159,255.0347911,252.8400883,254.1569192,40858800,AAPL
12/24/24,257.5786743,257.5886296,254.6756581,254.875189,23234700,AAPL
12/26/24,258.3966675,259.4740856,257.0100283,257.5686782,27237100,AAPL
12/27/24,254.9749298,258.0774616,252.4510194,257.2095296,42355300,AAPL
12/30/24,251.5930939,252.8899686,250.1465862,251.6230205,35557500,AAPL
12/31/24,249.817383,252.670501,248.8297597,251.8325261,39480700,AAPL
1/2/25,243.2631989,248.5005651,241.2380851,248.3309608,55740700,AAPL
1/3/25,242.7743683,243.5923871,241.3079045,242.7743683,40244100,AAPL
1/6/25,244.4104156,246.7348104,242.6147442,243.7220737,45045600,AAPL
1/7/25,241.6271362,244.959095,240.7692052,242.3952723,40856000,AAPL
1/8/25,242.1159363,243.1235154,239.4723196,241.3378146,37628900,AAPL
1/10/25,236.280029,239.5820614,232.4392882,239.4324132,61710900,AAPL
1/13/25,233.8359222,234.1052768,229.1671917,232.9680207,49630700,AAPL
1/14/25,232.7186127,235.5517746,231.9105644,234.1850763,39435300,AAPL
1/15/25,237.2975616,238.3849501,233.8658376,234.0753389,39832000,AAPL
1/16/25,227.710693,237.4372303,227.4812511,236.7788301,71759100,AAPL
1/17/25,229.4265594,231.7309981,227.9301691,231.561409,68488300,AAPL
1/21/25,222.1042175,223.8799328,218.8520682,223.4609453,98070400,AAPL
1/22/25,223.2913513,223.5806467,219.2610651,219.2610651,64126500,AAPL
1/23/25,223.1217804,226.4836658,221.7650525,224.1991833,60234800,AAPL
1/24/25,222.2438812,225.0870288,220.877183,224.2390682,54697900,AAPL
1/27/25,229.306839,231.5913214,223.4409844,223.4808967,94863400,AAPL
1/28/25,237.6866302,239.6119937,230.2545615,230.2944737,75707600,AAPL
1/29/25,238.7839966,239.2827934,233.4468649,233.5566008,45486100,AAPL
1/30/25,237.0182343,240.2105304,236.6391591,238.0956371,55658300,AAPL
1/31/25,235.4320831,246.5951576,232.878246,246.5951576,101075100,AAPL
2/3/25,227.4613037,231.2721184,225.156865,229.4365499,73063300,AAPL
2/4/25,232.2397766,232.5689843,226.1045673,226.7031295,45067300,AAPL
2/5/25,231.9105682,232.1100839,227.7206785,227.9800473,39620300,AAPL
2/6/25,232.6587677,233.2373738,229.875473,230.7334042,29925300,AAPL
2/7/25,227.0822144,233.4368801,226.7130944,232.0402553,39707200,AAPL
2/10/25,227.3518524,230.2880045,226.9024448,229.2693513,33115600,AAPL
2/11/25,232.3153534,234.9219359,227.8312433,227.9011437,53718400,AAPL
2/12/25,236.5597839,236.6496777,230.377888,230.8972113,45243300,AAPL
2/13/25,241.2136841,242.0226208,235.261498,236.5997394,53614100,AAPL
2/14/25,244.2796631,245.2284159,240.6743904,240.9340444,40896200,AAPL
2/18/25,244.1498413,244.858903,241.5232807,243.8302531,48822500,AAPL
2/19/25,244.5493011,245.6878075,242.8415492,244.3395847,32204200,AAPL
2/20/25,245.508057,246.4568094,243.9700649,244.6192228,32316900,AAPL
2/21/25,245.2284241,248.3643112,244.8988544,245.6278941,53197400,AAPL
2/24/25,246.7763977,248.5340873,244.0998996,244.609226,51326400,AAPL
2/25/25,246.7164612,249.6725914,244.5892611,247.6752106,48013300,AAPL
2/26/25,240.0452118,244.6591563,238.8168269,244.0100137,44433600,AAPL
2/27/25,236.9892273,242.1424732,236.7495361,239.0964646,41153600,AAPL
2/28/25,241.5232697,241.7729422,229.8985146,236.6396745,56833400,AAPL
3/3/25,237.718262,243.7104038,235.8007781,241.4733319,47184000,AAPL
3/4/25,235.6210175,239.7556103,234.3726545,237.3987004,53798100,AAPL
3/5/25,235.4312744,236.2402112,228.9297903,235.1116862,47227600,AAPL
3/6/25,235.0218048,237.5484902,232.8546486,234.132971,45170400,AAPL
3/7/25,238.7569122,241.0538879,234.452544,234.8020917,46273600,AAPL
3/10/25,227.1820831,235.8507235,223.926358,235.2315251,72071200,AAPL
3/11/25,220.550781,225.5442332,217.1652215,223.5168929,76137400,AAPL
3/12/25,216.6958313,221.4595886,214.6285502,219.8516965,62547500,AAPL
3/13/25,209.4053955,216.5560224,208.1470511,215.6671886,61368300,AAPL
3/14/25,213.2104187,213.6698078,209.3055356,210.9733467,60107600,AAPL
3/17/25,213.7197418,214.9381453,209.6950208,213.030643,48073400,AAPL
3/18/25,212.4114532,214.868223,211.2130279,213.8795293,42432400,AAPL
3/19/25,214.9581146,218.4734937,213.470061,213.9394462,54385400,AAPL
3/20/25,213.8196106,217.2051703,211.9420679,213.709754,48862900,AAPL
3/21/25,217.9841461,218.5533917,211.0032951,211.2829272,94127800,AAPL
3/24/25,220.440918,221.1899357,218.2937398,220.7105686,44299500,AAPL
3/25/25,223.4569702,223.8065179,219.7917784,220.4808772,34493600,AAPL
3/26/25,221.2398682,224.7253029,220.1812588,223.2172708,34466100,AAPL
3/27/25,223.556839,224.6953454,220.271139,221.100054,37094800,AAPL
3/28/25,217.614624,223.5168877,217.3949109,221.379691,39818600,AAPL
3/31/25,221.8390961,225.3245157,215.9468138,216.725791,65299300,AAPL
4/1/25,222.897705,223.3870536,218.6133149,219.5221268,36412700,AAPL
4/2/25,223.5967865,224.895087,220.73055,221.0301602,35905900,AAPL
4/3/25,202.9239044,207.2182762,200.9864426,205.2708177,103419000,AAPL
4/4/25,188.133301,199.6182403,187.0946542,193.6360794,125910900,AAPL
4/7/25,181.2223663,193.8957347,174.3913124,176.967935,160466300,AAPL
4/8/25,172.1941986,190.0907289,168.9884109,186.4554964,120859500,AAPL
4/9/25,198.5895844,200.3472739,171.6648855,171.7248045,184395900,AAPL
4/10/25,190.1706238,194.5249145,182.7603429,188.8224009,121880000,AAPL
4/11/25,197.8904877,199.2786667,185.8163249,185.856281,87435900,AAPL
4/14/25,202.254776,212.6611277,200.8965565,211.1630922,101352900,AAPL
4/15/25,201.8752747,203.2434756,199.5383428,201.5956426,51343900,AAPL
4/16/25,194.0155792,200.4371509,192.1180584,198.1002191,59732400,AAPL
4/17/25,196.7220306,198.569614,194.1653857,196.9417437,51334300,AAPL
4/21/25,192.9070282,193.5461894,189.5614095,193.0168847,46742500,AAPL
4/22/25,199.4784241,201.3259922,195.713357,195.8631545,52976400,AAPL
4/23/25,204.3320618,207.727603,202.534416,205.7302222,52929200,AAPL
4/24/25,208.0971069,208.5565112,202.6742256,204.6216687,47311000,AAPL
4/25/25,209.0059204,209.4753061,205.9299522,206.0997278,38222300,AAPL
4/28/25,209.8647919,211.2230114,207.188309,209.7249758,38743100,AAPL
4/29/25,210.9333954,211.9620452,208.0971032,208.4166914,36827600,AAPL
4/30/25,212.2217102,213.3002977,206.399343,209.025904,52286500,AAPL
5/1/25,213.0406342,214.2790004,208.6264094,208.8061816,57365700,AAPL
5/2/25,205.0810699,206.7189215,201.8952453,205.8200911,101010600,AAPL
5/5/25,198.6295319,203.8327155,197.9504297,202.8340251,69018500,AAPL
5/6/25,198.2500153,200.387212,196.7619764,197.9504203,51216500,AAPL
5/7/25,195.992981,199.1788056,192.9969099,198.9091549,68536700,AAPL
5/8/25,197.231369,199.788014,194.4250362,197.4610635,50478900,AAPL
5/9/25,198.2700043,200.2773665,197.2812953,198.73939,36453900,AAPL
5/12/25,210.7899933,211.2700043,206.75,210.9700012,63775800,AAPL
5/13/25,212.9299927,213.3999939,209,210.4299927,51909300,AAPL
5/14/25,212.3300018,213.9400024,210.5800018,212.4299927,49325800,AAPL
5/15/25,211.4499969,212.9600067,209.5399933,210.9499969,45029500,AAPL
5/16/25,211.2599945,212.5700073,209.7700043,212.3600006,54737900,AAPL
5/19/25,208.7799988,209.4799957,204.2599945,207.9100037,46140500,AAPL
5/20/25,206.8600006,208.4700012,205.0299988,207.6699982,42496600,AAPL
5/21/25,202.0899963,207.0399933,200.7100067,205.1699982,59211800,AAPL
5/22/25,201.3600006,202.75,199.6999969,200.7100067,46742400,AAPL
5/23/25,195.2700043,197.6999969,193.4600067,193.6699982,78432900,AAPL
5/27/25,200.2100067,200.7400055,197.4299927,198.3000031,56288500,AAPL
5/28/25,200.4199982,202.7299957,199.8999939,200.5899963,45339700,AAPL
5/29/25,199.9499969,203.8099976,198.5099945,203.5800018,51396800,AAPL
5/30/25,200.8500061,201.9600067,196.7799988,199.3699951,70819900,AAPL
6/3/24,172.137619,173.4895118,170.1396074,171.51137,27459100,GOOGL
6/4/24,172.7539215,172.8135766,170.8652547,172.2469674,26879600,GOOGL
6/5/24,174.3642731,175.5968709,172.8930854,174.1555183,22068500,GOOGL
6/6/24,175.6763916,176.0938859,174.7022383,174.851338,23251000,GOOGL
6/7/24,173.4199524,176.8096119,173.2609026,175.9945083,19661400,GOOGL
6/10/24,174.1663208,176.2064414,171.9271674,174.1265203,23779200,GOOGL
6/11/24,175.7685394,175.9874801,172.9322879,175.3704738,21540600,GOOGL
6/12/24,176.9329376,179.540318,175.2610435,177.3907268,27864700,GOOGL
6/13/24,174.3156128,175.8879979,174.0369638,175.2610301,20913300,GOOGL
6/14/24,175.937744,176.2064468,173.3104714,173.3801412,18063600,GOOGL
6/17/24,176.3855743,177.5001702,173.9672809,174.6141565,19618500,GOOGL
6/18/24,174.2459259,176.5348411,173.2607082,176.2860463,21869900,GOOGL
6/20/24,175.4501038,176.4353215,174.1464214,174.5245792,20160100,GOOGL
6/21/24,178.7640533,179.9781732,175.7586078,176.1467271,58582700,GOOGL
6/24/24,178.3560333,180.0179809,177.8086817,179.2915043,18298000,GOOGL
6/25/24,183.1428375,183.401579,178.5550605,178.7540934,23235600,GOOGL
6/26/24,182.9935608,183.6205134,181.6003008,181.7495868,19839000,GOOGL
6/27/24,184.5161896,185.1531037,183.132891,183.2921082,18848900,GOOGL
6/28/24,181.2718964,184.2375415,181.0828251,183.4314487,29156600,GOOGL
7/1/24,182.1078491,182.993558,180.4259938,182.1476496,16006100,GOOGL
7/2/24,184.3470001,184.6754111,180.6847328,181.1723761,17372500,GOOGL
7/3/24,184.9242096,185.1928971,183.1129761,183.9588845,10242100,GOOGL
7/5/24,189.6811676,189.9399087,184.9043043,184.9640126,20967500,GOOGL
7/8/24,188.1187286,189.2532324,186.8747546,188.9845297,21035900,GOOGL
7/9/24,188.0689697,190.4375012,187.8102286,189.3925599,15121400,GOOGL
7/10/24,190.2583618,190.8256213,188.1187325,188.2381492,15952500,GOOGL
7/11/24,184.6754303,189.9399221,184.187787,188.9347965,25625800,GOOGL
7/12/24,184.1778412,186.2080003,183.6006354,184.187788,22898400,GOOGL
7/15/24,185.6307831,187.3325463,184.0285439,184.0285439,16474000,GOOGL
7/16/24,183.033371,187.7704189,182.4860193,186.4567901,18290700,GOOGL
7/17/24,180.1473694,182.6651719,179.0327582,182.0879661,20734100,GOOGL
7/18/24,176.8333893,181.6201987,175.6192695,181.0529392,25315700,GOOGL
7/19/24,176.8035431,179.4208541,176.2760993,178.0176629,18881900,GOOGL
7/22/24,180.79422,181.8192534,179.3611594,179.7194245,24100300,GOOGL
7/23/24,180.9136353,182.7248688,180.6648404,181.1723916,36352700,GOOGL
7/24/24,171.7977905,175.3406261,170.9916978,172.7631156,49585200,GOOGL
7/25/24,166.4735718,172.5839713,166.3840093,171.6883161,44852000,GOOGL
7/26/24,166.1949463,167.2796881,163.2691167,166.3442171,41336900,GOOGL
7/29/24,168.712738,169.608393,167.1801687,168.0161156,20293800,GOOGL
7/30/24,169.4690857,170.4045567,167.628013,169.4193389,18959700,GOOGL
7/31/24,170.7130432,173.4099857,169.1904202,172.4048601,25729100,GOOGL
8/1/24,169.9368134,173.2109618,168.0658866,169.4292774,24531400,GOOGL
8/2/24,165.8565826,167.6976552,163.8761704,165.637642,29130100,GOOGL
8/5/24,158.4822998,163.6373212,154.183118,154.7503775,53630700,GOOGL
8/6/24,157.5269165,159.7959392,155.6559898,158.5619114,49004600,GOOGL
8/7/24,158.1737823,162.1942996,157.7060469,160.4726438,25138600,GOOGL
8/8/24,161.2488861,162.9008872,159.4376678,159.7362095,25578800,GOOGL
8/9/24,162.8809814,163.000398,158.2932046,159.2386218,28602300,GOOGL
8/12/24,161.5076447,164.1050633,161.059817,163.5577268,15895300,GOOGL
8/13/24,163.3686371,163.9358814,162.1843713,162.6222526,18551700,GOOGL
8/14/24,159.5968933,162.4331603,156.949728,161.617106,40591100,GOOGL
8/15/24,160.5223999,160.8607572,158.8405447,159.7262535,31524300,GOOGL
8/16/24,162.1744232,164.2642906,160.3532433,160.6916006,24208600,GOOGL
8/19/24,165.8665314,165.8864392,163.4681456,164.4832328,22416200,GOOGL
8/20/24,166.3740692,167.8270377,166.0158192,166.0954202,18341500,GOOGL
8/21/24,165.0504761,166.0456553,163.8761567,164.3538385,22902000,GOOGL
8/22/24,163.0103607,166.7820833,162.5227174,166.4536723,22493300,GOOGL
8/23/24,164.8215942,165.3788922,163.0402299,163.9259389,13955700,GOOGL
8/26/24,165.3589783,166.7422767,163.6671767,165.5779189,14190400,GOOGL
8/27/24,163.8861084,165.6376336,163.6671829,165.04052,11821900,GOOGL
8/28/24,162.064941,164.8016843,160.7512976,164.2443711,16407400,GOOGL
8/29/24,161.0000916,165.1698949,159.4774686,163.5178937,19699800,GOOGL
8/30/24,162.5923767,162.8710257,160.9105215,161.8360308,22123800,GOOGL
9/3/24,156.6014099,161.0697703,155.7256473,160.9403921,38945300,GOOGL
9/4/24,155.695801,158.2335111,155.2081726,155.9047951,19353800,GOOGL
9/5/24,156.4819946,158.6813323,155.228059,155.5465237,18688700,GOOGL
9/6/24,150.1924591,157.0691518,149.8242476,156.5417079,37912100,GOOGL
9/9/24,148.1894989,152.8630704,146.7047087,151.9761862,39260500,GOOGL
9/10/24,148.139679,150.7405443,147.8207917,149.9234071,31118800,GOOGL
9/11/24,150.6309204,150.9697267,147.0036616,149.3952551,29607700,GOOGL
9/12/24,154.1485596,154.2781094,152.1156914,153.2616753,29695000,GOOGL
9/13/24,156.9088745,157.8256526,154.6667498,154.8859658,29591200,GOOGL
9/16/24,157.5067596,157.696097,156.0518784,156.7593848,18379800,GOOGL
9/17/24,158.7623596,159.9880501,157.8256473,158.4634066,20715600,GOOGL
9/18/24,159.2506256,159.9382129,158.0448694,159.3004536,23677300,GOOGL
9/19/24,161.5724792,163.2166979,160.7752764,163.1369913,26587700,GOOGL
9/20/24,163.0174103,163.1569197,161.4927667,162.9277289,40896400,GOOGL
9/23/24,161.2835083,164.9107672,161.1041304,163.7747579,24150900,GOOGL
9/24/24,161.7219543,162.6487071,160.1275637,162.4593697,23332100,GOOGL
9/25/24,160.9247589,162.2401307,160.7354215,160.9048247,18869200,GOOGL
9/26/24,162.1604156,163.5056965,161.7119938,163.0672342,20319300,GOOGL
9/27/24,163.3761444,165.1200191,162.0607725,162.2401352,21101300,GOOGL
9/30/24,165.2695007,165.5684385,162.6885547,162.7483574,20413900,GOOGL
10/1/24,166.4055023,168.567905,164.0039342,167.1030491,28338100,GOOGL
10/2/24,165.2794647,166.9336581,164.153415,165.8375022,17760200,GOOGL
10/3/24,165.2794647,166.0567334,163.3462526,163.834543,15073100,GOOGL
10/4/24,166.4752655,167.6411685,164.9007939,167.4717654,19047400,GOOGL
10/7/24,162.4095306,167.8902795,162.1803399,167.1329451,22463100,GOOGL
10/8/24,163.8046417,164.1534075,162.2999173,163.3661794,23072700,GOOGL
10/9/24,161.293457,164.2630222,159.1808823,162.8778881,31181800,GOOGL
10/10/24,161.5126801,162.4992203,159.8385526,160.3069087,14144100,GOOGL
10/11/24,162.6686401,163.3263185,160.6756404,161.5625247,15344300,GOOGL
10/14/24,164.3826141,165.6481579,162.8280617,163.0672271,19016100,GOOGL
10/15/24,164.8808746,167.0930903,164.0537779,165.2097062,20247200,GOOGL
10/16/24,164.5819092,165.2196684,163.1668813,163.9541094,16406000,GOOGL
10/17/24,162.3597107,165.7876726,162.1903075,165.1499133,21453400,GOOGL
10/18/24,162.8479919,164.1334852,162.5091857,162.6188013,19757700,GOOGL
10/21/24,163.4957428,163.9242304,162.0508058,162.3796526,20946500,GOOGL
10/22/24,164.5619812,165.189781,162.4095379,162.4095379,16568100,GOOGL
10/23/24,162.2102356,165.2396035,161.3632047,164.1833009,18280500,GOOGL
10/24/24,162.1504517,162.7583172,160.4464303,162.2600672,22412500,GOOGL
10/25/24,164.6915436,165.0104156,162.8480127,163.0971376,19828900,GOOGL
10/28/24,166.1364441,168.1593374,163.3761355,168.1593374,32138600,GOOGL
10/29/24,169.0860748,169.7836368,166.5051441,167.1429033,42169000,GOOGL
10/30/24,173.84935,181.3828855,173.450741,180.0475643,68890800,GOOGL
10/31/24,170.5110779,176.2010983,170.4014623,172.5240117,44769000,GOOGL
11/1/24,170.6904602,171.7168691,168.288907,169.4747443,31796500,GOOGL
11/4/24,168.6476288,170.1324037,167.4219231,169.3352009,21492700,GOOGL
11/5/24,169.145874,169.9331021,168.2490151,168.8369463,18242100,GOOGL
11/6/24,175.8921814,176.3206842,172.8927224,173.1916753,33695500,GOOGL
